row_id,Name_norm,City_norm,Street_norm,Email_norm,Zip_norm,Phone_norm
667,gregory dalton,stewarttown,stephen crest 77,gregory.dalton@example.com,2050,0386490810
668,jamie garcia,new jose,salazar green 131,jamie.garcia@example.com,35812,0661794549
669,jamie garcja,new jose,salazar green131,jamie.garcia@example.com,35812,0661794549
670,louis diaz,michaelfurt,coleman manor 172,louis.diaz@example.com,37152,0794523219
671,loius iaz,michaelfurt,coleman manor 172,louis.diaz@example.com,37152,0794163219
672,kenneth krause,lindaside,lisa stravenue 33,kenneth.krause@example.com,57152,0203103037
673,christina marsh,south victor,thomas branch 167,christina.marsh@example.com,83161,0368314727
674,michelle floyd,south coreyburgh,king walks 30,michelle.floyd@example.com,8370,0227770793
675,nichelle floy,south coreyburgh,king walks 30,michelle.floyd@example.com,8370,0227770793
676,michelle floyd,south coreyburgh,king walks 30,michele.floyd@example.com,8370,0227770793
677,david combs,michaelside,shannon isle 69,david.combs@example.com,73572,0671795760
678,david combs,michaelside,shannon isle 69,davi.combs@example.com,73572,0671795760
679,deanna smith,new barbara,michael springs 107,deanna.smith@example.com,85583,0572934172
680,deannasmith,new barbara,imchael springs 17,deanna.smith@example.com,85583,0572934172
681,veronica mitchell,prestonfurt,nunez oval 45,veronica.mitchell@example.com,80935,0801561931
682,mark thomas,welchshire,danielle junction 125,mark.thomas@example.com,53555,0455084289
683,andrea martin,jenniferfurt,lawrence shoal 181,andrea.martin@example.com,36054,0077119918
684,aodrea martin,jenniferfurt,lawrence thoal 181,andre.martin@example.com,36054,0077119918
685,priscilla mcmillan,east jessicaview,gutierrez ferry 52,priscilla.mcmillan@example.com,98002,0760375482
686,priscilla mcmillan,east jessicaview,gutierrez feryr 52,priscilla.mcmillan@example.com,98002,0760375482
687,priscilla mcmillan,east jessicaview,gutifrrez ferry 52,priscilla.mcmillan@example.com,98002,0760375482
688,angela jackson,kelleytown,cody wells 103,angela.jackson@example.com,52538,0260602908
689,whitney garcia,jeromeport,christopher loaf 108,whitney.garcia@example.com,58586,0684550489
690,bonnie roberson,michellemouth,austin knolls 180,bonnie.roberson@example.com,71356,0673899756
691,kimberly taylor,millsside,brittany motorway 78,kimberly.taylor@example.com,41088,0108562884
692,ikmberly taylor,millsside,brittany motorway 78,kimberly.taylor@example.com,41088,0108562884
693,kimberly taylor,millsside,brittany motorwaz 78,kimberly.taylor@example.com,41088,0108562884
694,karen perez,greenport,scott lakes 87,karen.perez@example.com,1884,0399893544
695,robert charles,lake sandrafort,mitchell place 184,robert.charles@example.com,39771,0926831589
696,robertcharles,lake sandrafort,mjtchell place 184,robert.charles@example.com,39771,0926831589
697,robert charles,lake sandrafort,mitchell place 184,robert.charles@example.com,39771,0926831589
698,jeffrey carter,jacobside,laura plaza 130,jeffrey.carter@example.com,57793,0277288137
699,christopher mclaughlin,christianbury,clayton forges 192,christopher.mclaughlin@example.com,68214,0285196115
700,susan aguirre,robertland,mitchell summit 11,susan.aguirre@example.com,24409,0821545447
701,susan agujrre,robertland,mitchell tummit11,susan.aguirre@example.com,24409,0821545447
702,brian gibson,lopeztown,nelson road 80,brian.gibson@example.com,20443,0975679228
703,joseph lopez,acostabury,julian crossroad 195,joseph.lopez@example.com,12323,0772519966
704,koseph lopez,acostabury,julian crossroad 195,joseph.lopez@example.com,12323,0872819966
705,joseph loqez,acostabury,julian crossroad 195,joseph.lopez@example.com,12323,0772519966
706,johnny peterson,steventon,floyd parks 137,johnny.peterson@example.com,43787,0204339718
707,paul thomas,whiteview,rowe cliffs 103,paul.thomas@example.com,50515,0907056260
708,barbara tate,lake virginia,paul mills 82,barbara.tate@example.com,26607,0641118242
709,barbabr tate,lake virginia,palu mlls 82,barbara.tate@example.com,26607,0641118242
710,ray boyd,sharonburgh,thomas springs 31,ray.boyd@example.com,82966,0033993788
711,natasha dunn,jameston,jon route 30,natasha.dunn@example.com,87886,0405786170
712,brian chen,brendafurt,smith underpass 60,brian.chen@example.com,32363,0048913824
713,andrew logan,kellibury,barker drives 115,andrew.logan@example.com,21170,0183258238
714,mr george booker dds,lake amanda,brian rue 143,mr.george.booker.dds@example.com,14577,0700794200
715,david holden,north hannah,trujillo mill 124,david.holden@example.com,47446,0494653984
716,david iolden,north hannah,trujillo mill 124,david.holden@example.com,47446,0494643484
717,danielle williams,lopezburgh,hansen plains 63,danielle.williams@example.com,71754,0553795020
718,nicholas hill,phillipsview,casey drives 2,nicholas.hill@example.com,71490,0026876811
719,aaron little,kimberlybury,gross brook 172,aaron.little@example.com,42535,0715695620
720,aaron little,kimberlybury,gross brook 172,aaron.little@example.com,42535,0715695620
721,aaron ltitle,kimbrlybury,gross brook 172,aaron.little@example.com,42535,0715695620
722,mary ryan,cannonberg,lee springs 169,mary.ryan@example.com,80853,0999219212
723,mary ryan,cannonberg,lee springs169,mary.ryan@example.com,80853,0999219212
724,jason morris,port sharonburgh,alexandra cliff 110,jason.morris@example.com,4600,0056641877
725,john garcia,brandonbury,barrett pine 195,john.garcia@example.com,79924,0030468750
726,alexis mccall,south laurieton,hebert village 86,alexis.mccall@example.com,47808,0190361332
727,teresa perry,allisonland,bauer centers 17,teresa.perry@example.com,40334,0107609543
728,teresa perry,allisonland,baer centers 17,teresa.perry@example.com,40334,0107609543
729,daniel stone,lopezhaven,jessica place 16,daniel.stone@example.com,86599,0065120704
730,mario white,emilychester,reese trafficway 111,mario.white@example.com,14145,0110804661
731,christopher morales,mahoneymouth,sandoval place 106,christopher.morales@example.com,72601,0399076769
732,erika watson phd,new amy,mckenzie islands 87,erika.watson.phd@example.com,49661,0078593110
733,tammy king,lake austinport,west locks 18,tammy.king@example.com,78588,0939284567
734,chad zamora,port leslie,kevin forges 114,chad.zamora@example.com,90903,0232002496
